연번,자치구명,설치위치,세부 위치,설치 장소 유형,수거 쓰레기 종류,위도,경도,행정동코드,행정동,처리방식
3939,강서구,개화동로416,개화2치안센터 버스정류장(16-168),정류소(버스 가로변),일반쓰레기,37.5749266,126.8017851,11160710.0,방화2동,정상 지오코딩
3940,강서구,방화대로47길 9,강서공고 버스정류장(16-303),정류소(버스 가로변),일반쓰레기,37.5760317,126.8161811,11160761.0,방화3동,정상 지오코딩
3941,강서구,공항대로63,공항중학교 버스정류장(16-115),정류소(버스 중앙차로),일반쓰레기,37.5611809,126.8157646,11160690.0,공항동,인근 도로명번지 추정(번지차 10)
3942,강서구,공항대로376,KBS스포츠월드 버스정류장(16-010),정류소(버스 중앙차로),일반쓰레기,37.5568483,126.8471933,11160610.0,화곡6동,정상 지오코딩
3943,강서구,강서로307,명덕고등학교. 서울스타병원(16-215),정류소(버스 가로변),일반쓰레기,37.5532304,126.8362276,11160670.0,발산1동,정상 지오코딩
3944,강서구,등촌로5길 5,목동사거리 버스정류장(16-178),정류소(버스 가로변),일반쓰레기,37.5332543,126.8632709,11160590.0,화곡4동,정상 지오코딩
3945,강서구,등촌로81,용문사 버스정류장(16-177),정류소(버스 가로변),일반쓰레기,37.5372477,126.8631909,11160530.0,등촌2동,정상 지오코딩
3946,강서구,강서로388,베뉴지웨딩홀 버스정류장(16-969),정류소(버스 가로변),일반쓰레기,37.5601802,126.8393213,11160540.0,등촌3동,정상 지오코딩
3947,강서구,강서로388,발산역3번출구 버스정류장(16-220),정류소(버스 가로변),일반쓰레기,37.5601802,126.8393213,11160540.0,등촌3동,정상 지오코딩
3948,강서구,양천로434,SBS공개홀 버스정류장(16-262),정류소(버스 가로변),일반쓰레기,37.5638077,126.8489474,11160540.0,등촌3동,정상 지오코딩
3949,강서구,양천로510,가양역 현대프린스텔 버스정류장(16-257),정류소(버스 가로변),일반쓰레기,37.560117,126.8563395,11160520.0,등촌1동,정상 지오코딩
3950,강서구,양천로476,가양역 우성아파트 버스정류장(16-259),정류소(버스 가로변),일반쓰레기,37.5616002,126.853272,11160540.0,등촌3동,정상 지오코딩
3951,강서구,양천로693,염창동새마을금고 버스정류장(16-247),정류소(버스 가로변),일반쓰레기,37.5503906,126.8732448,11160510.0,염창동,정상 지오코딩
3952,강서구,허준로186,가양초등학교 버스정류장(16-240),정류소(버스 가로변),일반쓰레기,37.5622172,126.8585216,11160660.0,가양3동,정상 지오코딩
3953,강서구,허준로227,세현고등학교 버스정류장(16-244),정류소(버스 가로변),일반쓰레기,37.5604307,126.8636211,11160660.0,가양3동,정상 지오코딩
3954,강서구,공항대로290,발산역5번출구 버스정류장(16-112),정류소(버스 중앙차로),일반쓰레기,37.5581136,126.8397718,11160740.0,우장산동,정상 지오코딩
3955,강서구,발산로24,강서농수산물도매시장 버스정류장(16-975),정류소(버스 가로변),일반쓰레기,37.5535879,126.8191861,11160670.0,발산1동,정상 지오코딩
3956,강서구,공항대로260,마곡역(중)(16-018),정류소(버스 중앙차로),일반쓰레기,37.5572629,126.8362668,11160670.0,발산1동,정상 지오코딩
3957,강서구,공항대로237,마곡동로 사거리,정류소(버스 중앙차로),일반쓰레기,37.5594527,126.8339125,11160751.0,가양1동,정상 지오코딩
3958,강서구,공항대로260,발산역(중)(16-013),정류소(버스 중앙차로),일반쓰레기,37.5572629,126.8362668,11160670.0,발산1동,정상 지오코딩
3959,강서구,공항대로335,한국가스기술공사(중)(16-012),정류소(버스 중앙차로),일반쓰레기,37.5582028,126.8449227,11160540.0,등촌3동,정상 지오코딩
3960,강서구,공항대로335,한국가스기술공사(중)(16-011),정류소(버스 중앙차로),일반쓰레기,37.5582028,126.8449227,11160540.0,등촌3동,정상 지오코딩
3961,강서구,공항대로376,KBS스포츠월드(중)(16-010),정류소(버스 중앙차로),일반쓰레기,37.5568483,126.8471933,11160610.0,화곡6동,정상 지오코딩
3962,강서구,공항대로376,KBS스포츠월드(중)(16-009),정류소(버스 중앙차로),일반쓰레기,37.5568483,126.8471933,11160610.0,화곡6동,정상 지오코딩
3963,강서구,공항대로426,강서구청사거리.서울디지털대학교(중)(16-008),정류소(버스 중앙차로),일반쓰레기,37.5548319,126.8542297,11160610.0,화곡6동,정상 지오코딩
3964,강서구,공항대로426,강서구청사거리.서울디지털대학교(중)(16-007),정류소(버스 중앙차로),일반쓰레기,37.5548319,126.8542297,11160610.0,화곡6동,정상 지오코딩
3965,강서구,공항대로491,등촌중학교.백석초등학교(중)(16-006),정류소(버스 중앙차로),일반쓰레기,37.5536477,126.8624258,11160520.0,등촌1동,정상 지오코딩
3966,강서구,공항대로491,등촌중학교.백석초등학교(중)(16-005),정류소(버스 중앙차로),일반쓰레기,37.5536477,126.8624258,11160520.0,등촌1동,정상 지오코딩
3967,강서구,공항대로561,등촌역.강서보건소(중)(16-004),정류소(버스 중앙차로),일반쓰레기,37.5496484,126.8682802,11160510.0,염창동,정상 지오코딩
3968,강서구,공항대로561,등촌역.강서보건소(중)(16-004),정류소(버스 중앙차로),일반쓰레기,37.5496484,126.8682802,11160510.0,염창동,정상 지오코딩
3969,강서구,공항대로561,등촌역.강서보건소(중)(16-003),정류소(버스 중앙차로),일반쓰레기,37.5496484,126.8682802,11160510.0,염창동,정상 지오코딩
3970,강서구,공항대로627,염창역.서울도시가스(중)(16-002),정류소(버스 중앙차로),일반쓰레기,37.5472872,126.8745387,11160510.0,염창동,정상 지오코딩
3971,강서구,공항대로627,염창역.서울도시가스(중)(16-002),정류소(버스 중앙차로),일반쓰레기,37.5472872,126.8745387,11160510.0,염창동,정상 지오코딩
3972,강서구,공항대로627,염창역.서울도시가스(중)(16-001),정류소(버스 중앙차로),일반쓰레기,37.5472872,126.8745387,11160510.0,염창동,정상 지오코딩
3973,강서구,화곡로308,강서경찰서 앞,정류소(버스 가로변),일반쓰레기,37.5515582,126.8496564,11160610.0,화곡6동,정상 지오코딩
3974,강서구,강서로131,화곡터널입구 교차로,정류소(버스 가로변),일반쓰레기,37.5387393,126.8421108,11160730.0,화곡1동,정상 지오코딩
3975,강서구,화곡로286-1,화곡로 286-1 앞,정류소(버스 가로변),일반쓰레기,37.5499421,126.848297,11160610.0,화곡6동,정상 지오코딩
3976,강서구,강서로35,롯데리아 까치산역점 앞,정류소(버스 가로변),일반쓰레기,37.5308914,126.8469545,11160730.0,화곡1동,정상 지오코딩
3977,강서구,화곡로118,베이징 화곡분점 앞,정류소(버스 가로변),일반쓰레기,37.5398684,126.8349648,11160730.0,화곡1동,정상 지오코딩
3978,강서구,공항대로484-4,백석초등학교.한국임업진흥원(16-104),정류소(버스 중앙차로),일반쓰레기,37.5528767,126.8600332,11160530.0,등촌2동,정상 지오코딩
3979,강서구,공항대로484-4,백석초등학교.한국임업진흥원(16-104),정류소(버스 중앙차로),일반쓰레기,37.5528767,126.8600332,11160530.0,등촌2동,정상 지오코딩
3980,강서구,양천로606,"태영,삼성한사랑아파트(16-251)",정류소(버스 가로변),일반쓰레기,37.555193,126.8652028,11160520.0,등촌1동,정상 지오코딩
3981,강서구,양천로721,동아3차아파트(16-509),정류소(버스 가로변),일반쓰레기,37.5495959,126.876099,11160510.0,염창동,정상 지오코딩
3982,강서구,허준로64,한보구암마을아파트(16-231),정류소(버스 가로변),일반쓰레기,37.5686275,126.8490373,11160751.0,가양1동,정상 지오코딩
3983,강서구,허준로36,가양2단지성지아파트.동양고등학교(16-229),정류소(버스 가로변),일반쓰레기,37.5695021,126.8454044,11160751.0,가양1동,정상 지오코딩
3984,강서구,허준로47,가양2단지성지아파트.동양고등학교(16-230),정류소(버스 가로변),일반쓰레기,37.5710197,126.8464627,11160751.0,가양1동,정상 지오코딩
3985,강서구,양천로49길 7,양천초등학교.겸재정선미술관(16-269),정류소(버스 가로변),일반쓰레기,37.5690979,126.8406799,11160751.0,가양1동,정상 지오코딩
3986,강서구,마곡동813,한국도레이 R&D센터 앞,도로변(횡단보도 포함),일반쓰레기,37.5699778,126.8363817,11160751.0,가양1동,정상 지오코딩
3987,강서구,방화대로34길 13,서울항공비즈니스고등학교 앞,도로변(횡단보도 포함),일반쓰레기,37.5692178,126.8170408,11160700.0,방화1동,정상 지오코딩
3988,강서구,방화대로 319,서울항공비즈니스고등학교(16-306),정류소(버스 가로변),일반쓰레기,37.5691581,126.8162862,11160700.0,방화1동,정상 지오코딩
3989,강서구,방화대로 360,신방화사거리(16-431),정류소(버스 가로변),일반쓰레기,37.5729326,126.8169847,11160700.0,방화1동,정상 지오코딩
3990,강서구,양천로24길 13,신방화사거리(16-432),정류소(버스 가로변),일반쓰레기,37.5729513,126.8159521,11160700.0,방화1동,정상 지오코딩
3991,강서구,양천로125,"방화동도시개발1,2단지아파트(16-304)",정류소(버스 가로변),일반쓰레기,37.5738488,126.8172458,11160761.0,방화3동,정상 지오코딩
3992,강서구,방화대로47길 9,강서공업고등학교(16-303),정류소(버스 가로변),일반쓰레기,37.5760317,126.8161811,11160761.0,방화3동,정상 지오코딩
3993,강서구,공항대로46길 93,땡초우동인포차 앞,상가지역,담배꽁초 수거함,37.5520542,126.8509953,11160610.0,화곡6동,정상 지오코딩
3994,강서구,화곡로 342,포유오피스텔 뒤편,상가지역,담배꽁초 수거함,37.5541251,126.851747,11160610.0,화곡6동,정상 지오코딩
3995,강서구,공항대로46길 25,다보빌딩 앞,상가지역,담배꽁초 수거함,37.5543436,126.8530304,11160610.0,화곡6동,정상 지오코딩
3996,강서구,공항대로46길 47,다원빌딩 앞,상가지역,담배꽁초 수거함,37.5539152,126.8521706,11160610.0,화곡6동,정상 지오코딩
3997,강서구,공항대로46길 65,아리수 감자탕 앞,상가지역,담배꽁초 수거함,37.553091,126.8517387,11160610.0,화곡6동,정상 지오코딩
3998,강서구,공항대로46길 77,금별맥주 앞,상가지역,담배꽁초 수거함,37.5526149,126.8514945,11160610.0,화곡6동,정상 지오코딩
3999,강서구,공항대로478,등촌중학교16-104,정류소(버스 중앙차로),재활용쓰레기,37.5530153,126.8598148,11160530.0,등촌2동,정상 지오코딩
4000,강서구,공항대로434,하이웨이주유소16-106,정류소(버스 중앙차로),재활용쓰레기,37.5545432,126.8551668,11160610.0,화곡6동,정상 지오코딩
4001,강서구,공항대로434,하이웨이주유소16-106,정류소(버스 중앙차로),재활용쓰레기,37.5545432,126.8551668,11160610.0,화곡6동,정상 지오코딩
4002,강서구,공항대로325,한국가스공사16-109,정류소(버스 중앙차로),재활용쓰레기,37.5582981,126.8439018,11160540.0,등촌3동,정상 지오코딩
4003,강서구,공항대로325,한국가스공사16-109,정류소(버스 중앙차로),재활용쓰레기,37.5582981,126.8439018,11160540.0,등촌3동,정상 지오코딩
4004,강서구,공항대로290,발산역16-112,정류소(버스 중앙차로),재활용쓰레기,37.5581136,126.8397718,11160740.0,우장산동,정상 지오코딩
4005,강서구,공항대로290,발산역16-112,정류소(버스 중앙차로),재활용쓰레기,37.5581136,126.8397718,11160740.0,우장산동,정상 지오코딩
4006,강서구,공항대로69,송정역16-116,정류소(버스 중앙차로),재활용쓰레기,37.5611809,126.8157646,11160690.0,공항동,인근 도로명번지 추정(번지차 4)
4007,강서구,공항대로69,송정역16-116,정류소(버스 중앙차로),재활용쓰레기,37.5611809,126.8157646,11160690.0,공항동,인근 도로명번지 추정(번지차 4)
4008,강서구,공항대로260,마곡역(중)(16-018),정류소(버스 중앙차로),재활용쓰레기,37.5572629,126.8362668,11160670.0,발산1동,정상 지오코딩
4009,강서구,공항대로237,마곡동로 사거리,정류소(버스 중앙차로),재활용쓰레기,37.5594527,126.8339125,11160751.0,가양1동,정상 지오코딩
4010,강서구,공항대로260,발산역(중)(16-013),정류소(버스 중앙차로),재활용쓰레기,37.5572629,126.8362668,11160670.0,발산1동,정상 지오코딩
4011,강서구,공항대로335,한국가스기술공사(중)(16-012),정류소(버스 중앙차로),재활용쓰레기,37.5582028,126.8449227,11160540.0,등촌3동,정상 지오코딩
4012,강서구,공항대로335,한국가스기술공사(중)(16-011),정류소(버스 중앙차로),재활용쓰레기,37.5582028,126.8449227,11160540.0,등촌3동,정상 지오코딩
4013,강서구,공항대로376,KBS스포츠월드(중)(16-010),정류소(버스 중앙차로),재활용쓰레기,37.5568483,126.8471933,11160610.0,화곡6동,정상 지오코딩
4014,강서구,공항대로376,KBS스포츠월드(중)(16-009),정류소(버스 중앙차로),재활용쓰레기,37.5568483,126.8471933,11160610.0,화곡6동,정상 지오코딩
4015,강서구,공항대로426,강서구청사거리.서울디지털대학교(중)(16-008),정류소(버스 중앙차로),재활용쓰레기,37.5548319,126.8542297,11160610.0,화곡6동,정상 지오코딩
4016,강서구,공항대로426,강서구청사거리.서울디지털대학교(중)(16-007),정류소(버스 중앙차로),재활용쓰레기,37.5548319,126.8542297,11160610.0,화곡6동,정상 지오코딩
4017,강서구,공항대로491,등촌중학교.백석초등학교(중)(16-006),정류소(버스 중앙차로),재활용쓰레기,37.5536477,126.8624258,11160520.0,등촌1동,정상 지오코딩
4018,강서구,공항대로491,등촌중학교.백석초등학교(중)(16-005),정류소(버스 중앙차로),재활용쓰레기,37.5536477,126.8624258,11160520.0,등촌1동,정상 지오코딩
4019,강서구,공항대로561,등촌역.강서보건소(중)(16-004),정류소(버스 중앙차로),재활용쓰레기,37.5496484,126.8682802,11160510.0,염창동,정상 지오코딩
4020,강서구,공항대로561,등촌역.강서보건소(중)(16-004),정류소(버스 중앙차로),재활용쓰레기,37.5496484,126.8682802,11160510.0,염창동,정상 지오코딩
4021,강서구,"마곡중앙6로85, 105호 ",백스비어 앞,발산역 먹자골목,일반쓰레기,37.5602456,126.8368847,11160751.0,가양1동,정상 지오코딩
4022,강서구,마곡중앙8로 90,손오공쪽갈비 앞,발산역 먹자골목,일반쓰레기,37.560573,126.8375933,11160751.0,가양1동,정상 지오코딩
4023,강서구,마곡중앙6로 89,뉴골든타워 앞,발산역 먹자골목,일반쓰레기,37.5601717,126.8372932,11160751.0,가양1동,정상 지오코딩
4024,강서구,마곡중앙8로 86,당산포차 앞,발산역 먹자골목,일반쓰레기,37.5606237,126.8369241,11160751.0,가양1동,정상 지오코딩
4025,강서구,마곡중앙6로 93,열린프라자 앞,발산역 먹자골목,일반쓰레기,37.5601357,126.8376979,11160751.0,가양1동,정상 지오코딩
4026,구로구,가마산로 180-2,도로변,도로변(횡단보도 포함),일반쓰레기,37.4916815,126.8822748,11170710.0,구로2동,정상 지오코딩
4027,구로구,가마산로 205,도로변,도로변(횡단보도 포함),재활용쓰레기,37.4934614,126.884108,11170710.0,구로2동,정상 지오코딩
4028,구로구,가마산로 206,도로변,도로변(횡단보도 포함),일반쓰레기,37.4930122,126.8840159,11170710.0,구로2동,정상 지오코딩
4029,구로구,가마산로 222,도로변,도로변(횡단보도 포함),재활용쓰레기,37.4934958,126.8857884,11170710.0,구로2동,정상 지오코딩
4030,구로구,가마산로 225,서울순대국 앞,도로변(횡단보도 포함),일반쓰레기,37.4940964,126.8860393,11170710.0,구로2동,정상 지오코딩
4031,구로구,가마산로 225,서울순대국 앞,도로변(횡단보도 포함),재활용쓰레기,37.4940964,126.8860393,11170710.0,구로2동,정상 지오코딩
4032,구로구,가마산로 235,도로변,도로변(횡단보도 포함),재활용쓰레기,37.4948148,126.8864407,11170710.0,구로2동,정상 지오코딩
4033,구로구,가마산로 245,구로구청 앞,도로변(횡단보도 포함),일반쓰레기,37.4955055,126.8882924,11170710.0,구로2동,정상 지오코딩
4034,구로구,가마산로 245,구로구청 앞,도로변(횡단보도 포함),재활용쓰레기,37.4955055,126.8882924,11170710.0,구로2동,정상 지오코딩
4035,구로구,가마산로 245(정문),구로구청 정문 앞,도로변(횡단보도 포함),재활용쓰레기,37.4955055,126.8882924,11170710.0,구로2동,정상 지오코딩
4036,구로구,가마산로 245(후문),구로구청 후문 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.4955055,126.8882924,11170710.0,구로2동,정상 지오코딩
4037,구로구,가마산로 250,도로변,도로변(횡단보도 포함),일반쓰레기,37.494814,126.8886765,11170710.0,구로2동,정상 지오코딩
4038,구로구,가마산로 250,도로변,도로변(횡단보도 포함),일반쓰레기,37.494814,126.8886765,11170710.0,구로2동,정상 지오코딩
4039,구로구,가마산로 250,도로변,도로변(횡단보도 포함),일반쓰레기,37.494814,126.8886765,11170710.0,구로2동,정상 지오코딩
4040,구로구,가마산로 87,한일유앤아이A 입구 옆,"정류소(버스,택시 등)",재활용쓰레기,37.4858484,126.876157,11170520.0,구로1동,정상 지오코딩
4041,구로구,가마산로 9길 4-4,도로변,도로변(횡단보도 포함),일반쓰레기,37.4915404,126.8816385,11170710.0,구로2동,정상 지오코딩
4042,구로구,가마산로203 ,도로변,도로변(횡단보도 포함),일반쓰레기,37.4934025,126.8837472,11170710.0,구로2동,정상 지오코딩
4043,구로구,가마산로218,도로변,"정류소(버스,택시 등)",일반쓰레기,37.4932186,126.8851425,11170710.0,구로2동,정상 지오코딩
4044,구로구,가마산로218,도로변,"정류소(버스,택시 등)",일반쓰레기,37.4932186,126.8851425,11170710.0,구로2동,정상 지오코딩
4045,구로구,가마산로242,도로변,도로변(횡단보도 포함),일반쓰레기,37.4943622,126.8876711,11170710.0,구로2동,정상 지오코딩
4046,구로구,가마산로242,도로변,"정류소(버스,택시 등)",일반쓰레기,37.4943622,126.8876711,11170710.0,구로2동,정상 지오코딩
4047,구로구,가마산로250,도로변,도로변(횡단보도 포함),일반쓰레기,37.494814,126.8886765,11170710.0,구로2동,정상 지오코딩
4048,구로구,가마산로250,도로변,도로변(횡단보도 포함),일반쓰레기,37.494814,126.8886765,11170710.0,구로2동,정상 지오코딩
4049,구로구,개봉동 157-13,경인중학교.개봉사거리O2(17-011),"정류소(버스,택시 등)",일반쓰레기,37.4976345,126.8561235,11170720.0,개봉1동,정상 지오코딩
4050,구로구,개봉동 166-2,경인중학교.개봉사거리I2(17-012),"정류소(버스,택시 등)",일반쓰레기,37.4968065,126.8551928,11170720.0,개봉1동,정상 지오코딩
4051,구로구,개봉동 199-4,도로변,도로변(횡단보도 포함),일반쓰레기,37.4938085,126.859765,11170640.0,개봉2동,정상 지오코딩
4052,구로구,개봉동 476,개봉역.한마을아파트.I2(17-010),"정류소(버스,택시 등)",일반쓰레기,37.4952645,126.8625016,11170720.0,개봉1동,정상 지오코딩
4053,구로구,개봉로 22,도로변,도로변(횡단보도 포함),재활용쓰레기,37.4875066,126.856558,11170650.0,개봉3동,정상 지오코딩
4054,구로구,개봉로 34,도로변,도로변(횡단보도 포함),재활용쓰레기,37.4886042,126.8564451,11170650.0,개봉3동,정상 지오코딩
4055,구로구,개봉로 63,도로변,"정류소(버스,택시 등)",재활용쓰레기,37.4913822,126.8556895,11170640.0,개봉2동,정상 지오코딩
4056,구로구,개봉로 71,도로변,도로변(횡단보도 포함),재활용쓰레기,37.4920938,126.8555745,11170640.0,개봉2동,정상 지오코딩
4057,구로구,개봉로10,도로변,도로변(횡단보도 포함),재활용쓰레기,37.4866219,126.8567122,11170650.0,개봉3동,정상 지오코딩
4058,구로구,개봉로19길 43,도로변,"정류소(버스,택시 등)",재활용쓰레기,37.4936022,126.8555586,11170640.0,개봉2동,정상 지오코딩
4059,구로구,개봉로20길 54,도로변,"정류소(버스,택시 등)",일반쓰레기,37.4934363,126.8573608,11170640.0,개봉2동,정상 지오코딩
4060,구로구,개봉로20길 54,도로변,"정류소(버스,택시 등)",재활용쓰레기,37.4934363,126.8573608,11170640.0,개봉2동,정상 지오코딩
4061,구로구,개봉로20길 74,도로변,도로변(횡단보도 포함),일반쓰레기,37.4932889,126.8584193,11170640.0,개봉2동,정상 지오코딩
4062,구로구,개봉로20길 74,도로변,도로변(횡단보도 포함),재활용쓰레기,37.4932889,126.8584193,11170640.0,개봉2동,정상 지오코딩
4063,구로구,개봉로23가길 30,개봉역 버스정류소,"정류소(버스,택시 등)",재활용쓰레기,37.4950647,126.8580465,11170720.0,개봉1동,정상 지오코딩
4064,구로구,개봉로23가길 30,개봉역 버스정류소,"정류소(버스,택시 등)",일반쓰레기,37.4950647,126.8580465,11170720.0,개봉1동,정상 지오코딩
4065,구로구,경서로 47,새마을금고 양지지점 앞 횡단보도 인근,도로변(횡단보도 포함),재활용쓰레기,37.5014937,126.8585145,11170610.0,고척1동,정상 지오코딩
4066,구로구,경인로 161,버스정류소(오류지구대정류장),"정류소(버스,택시 등)",재활용쓰레기,37.4944498,126.8393888,11170670.0,오류1동,정상 지오코딩
4067,구로구,경인로 176-4,버스정류소(씨티월드정류장),"정류소(버스,택시 등)",재활용쓰레기,37.4944644,126.8407215,11170670.0,오류1동,정상 지오코딩
4068,구로구,경인로 196,도로변(블루클럽 앞),도로변(횡단보도 포함),재활용쓰레기,37.4953817,126.8429307,11170670.0,오류1동,정상 지오코딩
4069,구로구,경인로 217,도로변(하이축산 앞),도로변(횡단보도 포함),재활용쓰레기,37.4967219,126.8449439,11170670.0,오류1동,정상 지오코딩
4070,구로구,경인로 331,두성인테리어 앞,도로변(횡단보도 포함),일반쓰레기,37.4976918,126.8569352,11170610.0,고척1동,정상 지오코딩
4071,구로구,경인로 445,동양미래대학교 정문 인근,도로변(횡단보도 포함),일반쓰레기,37.5000404,126.8681214,11170610.0,고척1동,정상 지오코딩
4072,구로구,경인로 445,동양미래대학교 정문 인근,도로변(횡단보도 포함),재활용쓰레기,37.5000404,126.8681214,11170610.0,고척1동,정상 지오코딩
4073,구로구,경인로 5,버스전용차로-17005,"정류소(버스,택시 등)",일반쓰레기,37.4889653,126.8235315,11170690.0,수궁동,정상 지오코딩
4074,구로구,경인로 518,도로변,도로변(횡단보도 포함),일반쓰레기,37.5002392,126.8769102,11170710.0,구로2동,정상 지오코딩
4075,구로구,경인로 557,도로변,도로변(횡단보도 포함),일반쓰레기,37.5031086,126.8790091,11170710.0,구로2동,정상 지오코딩
4076,구로구,경인로 565,도로변,도로변(횡단보도 포함),일반쓰레기,37.5036399,126.8797139,11170710.0,구로2동,정상 지오코딩
4077,구로구,경인로 572,도로변,도로변(횡단보도 포함),일반쓰레기,37.5033063,126.8810839,11170560.0,구로5동,정상 지오코딩
4078,구로구,경인로 611-7,버스전용차로-17003,"정류소(버스,택시 등)",재활용쓰레기,37.506416,126.8838121,11170510.0,신도림동,정상 지오코딩
4079,구로구,경인로 625,신도림중학교 버스정류장에서 5m,"정류소(버스,택시 등)",일반쓰레기,37.5070843,126.8847187,11170510.0,신도림동,정상 지오코딩
4080,구로구,경인로 650,GS칼텍스 주유소 앞,도로변(횡단보도 포함),재활용쓰레기,37.5077124,126.8868681,11170510.0,신도림동,정상 지오코딩
4081,구로구,경인로 662,버스전용차로-17002,"정류소(버스,택시 등)",일반쓰레기,37.5081231,126.888213,11170510.0,신도림동,정상 지오코딩
4082,구로구,경인로 669-1,신도림 푸르지오 앞,도로변(횡단보도 포함),재활용쓰레기,37.5096508,126.8888076,11170510.0,신도림동,정상 지오코딩
4083,구로구,경인로 669-1,신도림 푸르지오 앞,도로변(횡단보도 포함),일반쓰레기,37.5096508,126.8888076,11170510.0,신도림동,정상 지오코딩
4084,구로구,경인로 673-1,버스전용차로-17001,"정류소(버스,택시 등)",일반쓰레기,37.5098469,126.8890751,11170510.0,신도림동,정상 지오코딩
4085,구로구,경인로 673-1,공원 앞,"광장, 공원",일반쓰레기,37.5098469,126.8890751,11170510.0,신도림동,정상 지오코딩
4086,구로구,경인로27길 7,도로변(오류1동 주민센터 앞),도로변(횡단보도 포함),재활용쓰레기,37.4970284,126.8451219,11170670.0,오류1동,정상 지오코딩
4087,구로구,경인로33길 25,도로변,도로변(횡단보도 포함),일반쓰레기,37.4990871,126.8516959,11170720.0,개봉1동,정상 지오코딩
4088,구로구,경인로33길 51,도로변,도로변(횡단보도 포함),재활용쓰레기,37.5002413,126.8511388,11170720.0,개봉1동,정상 지오코딩
4089,구로구,경인로3길 77,온수역 남부광장 돌돌치킨 앞,도로변(횡단보도 포함),재활용쓰레기,37.491737,126.823542,11170690.0,수궁동,정상 지오코딩
4090,구로구,경인로3길 77,온수역 남부광장 돌돌치킨 앞,도로변(횡단보도 포함),일반쓰레기,37.491737,126.823542,11170690.0,수궁동,정상 지오코딩
4091,구로구,경인로63길 11,크라운빌2 오피스텔 앞,도로변(횡단보도 포함),일반쓰레기,37.5078301,126.8849563,11170510.0,신도림동,정상 지오코딩
4092,구로구,고척동 100,개봉역.한마을아파트.O2(17-009),"정류소(버스,택시 등)",일반쓰레기,37.498131,126.8585711,11170610.0,고척1동,정상 지오코딩
4093,구로구,고척동 63-2,동양미래대학.구로성심병원I4(17-008),"정류소(버스,택시 등)",일반쓰레기,37.4997986,126.8672213,11170610.0,고척1동,정상 지오코딩
4094,구로구,고척로 101,도로변,도로변(횡단보도 포함),재활용쓰레기,37.501279,126.8452527,11170720.0,개봉1동,정상 지오코딩
4095,구로구,고척로 102,버스정류장(17312),정류소(버스 가로변),일반쓰레기,37.5010623,126.8455506,11170720.0,개봉1동,정상 지오코딩
4096,구로구,고척로 102,버스정류장(17312),정류소(버스 가로변),재활용쓰레기,37.5010623,126.8455506,11170720.0,개봉1동,정상 지오코딩
4097,구로구,고척로 126,도로변,도로변(횡단보도 포함),재활용쓰레기,37.5019655,126.8479145,11170720.0,개봉1동,정상 지오코딩
4098,구로구,고척로 126,도로변,도로변(횡단보도 포함),일반쓰레기,37.5019655,126.8479145,11170720.0,개봉1동,정상 지오코딩
4099,구로구,고척로 142-1,버스정류소,"정류소(버스,택시 등)",일반쓰레기,37.502647,126.8498373,11170620.0,고척2동,정상 지오코딩
4100,구로구,고척로 177,도로변,도로변(횡단보도 포함),일반쓰레기,37.5041961,126.8531036,11170620.0,고척2동,정상 지오코딩
4101,구로구,고척로 195,도로변,도로변(횡단보도 포함),일반쓰레기,37.5049288,126.8548646,11170620.0,고척2동,정상 지오코딩
4102,구로구,고척로 202,도로변,도로변(횡단보도 포함),일반쓰레기,37.5048585,126.8557205,11170620.0,고척2동,정상 지오코딩
4103,구로구,고척로 206,도로변,도로변(횡단보도 포함),재활용쓰레기,37.5050156,126.8561093,11170620.0,고척2동,정상 지오코딩
4104,구로구,고척로 209-1,도로변,도로변(횡단보도 포함),일반쓰레기,37.5054913,126.8565058,11170620.0,고척2동,정상 지오코딩
4105,구로구,고척로 235,도로변,도로변(횡단보도 포함),일반쓰레기,37.5065481,126.8591135,11170620.0,고척2동,정상 지오코딩
4106,구로구,시흥대로 571,구로디지털단지역O3(17-013),"정류소(버스,택시 등)",일반쓰레기,37.4839718,126.9018099,11170540.0,구로3동,API 재시도-주소검색-원본
4107,구로구,구로동 1258,구일역.중앙유통상가.롯데마트O2(17-005),"정류소(버스,택시 등)",일반쓰레기,37.5009041,126.8745859,11170710.0,구로2동,정상 지오코딩
4108,구로구,서울특별시 구로구 구로동 491-2,도로변,도로변(횡단보도 포함),일반쓰레기,37.4986435,126.8837753,11170710.0,구로2동,API 재시도-주소검색-원본
4109,구로구,구로동 50,대로변,도로변(횡단보도 포함),일반쓰레기,37.5010411,126.8903968,11170560.0,구로5동,정상 지오코딩
4110,구로구,구로동 50,대로변,도로변(횡단보도 포함),재활용쓰레기,37.5010411,126.8903968,11170560.0,구로5동,정상 지오코딩
4111,구로구,구로동 636,구일역.제일제당.롯데마트I2(17-006),"정류소(버스,택시 등)",일반쓰레기,37.5008259,126.8777918,11170710.0,구로2동,정상 지오코딩
4112,구로구,구로동 636,구일역.제일제당.롯데마트I2(17-006),"정류소(버스,택시 등)",일반쓰레기,37.5008259,126.8777918,11170710.0,구로2동,정상 지오코딩
4113,구로구,구로동693-2,순환도로방음벽 옆,"정류소(버스,택시 등)",일반쓰레기,37.4898144,126.8754854,11170520.0,구로1동,정상 지오코딩
